"Data Source","Transaction ID","Match ID","Status","Account ID","Alert ID","Alert Name","Alert Status","Created Date","Edited","Extract Status","Import Job ID","Journal Export Job ID","Match Process Name","Matched","Matched By","Matched On","Rule Name","Rule Type","Support ID","Support Type","Supported By","Supported On","Adjusted","Adjustment Type","Adjusted By","Adjusted On","Adjustment To","Location","Date","Amount","Reference","Memo1","Memo2","Bank Branch","Bank Main Branch","POS Memo","Pickup Date","Pickup Day","POS Memo2","Accounting Date","Adjustment Debit Account","LedgerID","Currency Code","Monthly Fee","Fee Amount","Approved By","Error Date","Adjustment Credit Account","Fee Type","Name","Category","ID","Description","Entity","Journal Source"
"Pronto Services","1092","9545","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-15","760","","","","","","NE-1:10015","2017-08-16","Wed","10015-08/15/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1093","9545","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-16","665","","","","","","NE-1:10015","2017-08-16","Wed","10015-08/16/2017-Wed","","","","","","","","","","","","","","","",""
"Ferrari National Car","1035","9546","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-18","4275","MERCHANT ID: 900000009888 Prime Data Payment","NE-1","10015","Los Angeles","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1094","9546","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-16","855","","","","","","NE-1:10015","2017-08-18","Fri","10015-08/16/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1095","9546","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-17","2280","","","","","","NE-1:10015","2017-08-18","Fri","10015-08/17/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1096","9546","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-18","1140","","","","","","NE-1:10015","2017-08-18","Fri","10015-08/18/2017-Fri","","","","","","","","","","","","","","","",""
"Ferrari National Car","1036","9547","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-21","2090","MERCHANT ID: 900000009888 Prime Data Payment","NE-1","10015","Los Angeles","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1097","9547","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-18","1900","","","","","","NE-1:10015","2017-08-21","Mon","10015-08/18/2017-Mon","","","","","","","","","","","","","","","",""
"Pronto Services","1098","9547","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-21","190","","","","","","NE-1:10015","2017-08-21","Mon","10015-08/21/2017-Mon","","","","","","","","","","","","","","","",""
"Ferrari National Car","1038","9548","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-25","5272.5","MERCHANT ID: 900000009888 Prime Data Payment","NE-1","10015","Los Angeles","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1102","9548","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-23","1330","","","","","","NE-1:10015","2017-08-25","Fri","10015-08/23/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1103","9548","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-24","2992.5","","","","","","NE-1:10015","2017-08-25","Fri","10015-08/24/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1104","9548","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-25","950","","","","","","NE-1:10015","2017-08-25","Fri","10015-08/25/2017-Fri","","","","","","","","","","","","","","","",""
"Ferrari National Car","1039","9549","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-28","3230","MERCHANT ID: 900000009888 Prime Data Payment","NE-1","10015","Los Angeles","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1105","9549","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-25","3040","","","","","","NE-1:10015","2017-08-28","Mon","10015-08/25/2017-Mon","","","","","","","","","","","","","","","",""
"Pronto Services","1106","9549","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-28","190","","","","","","NE-1:10015","2017-08-28","Mon","10015-08/28/2017-Mon","","","","","","","","","","","","","","","",""
"Ferrari National Car","1040","9550","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-30","2541.25","MERCHANT ID: 900000009888 Prime Data Payment","NE-1","10015","Los Angeles","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1107","9550","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-28","403.75","","","","","","NE-1:10015","2017-08-30","Wed","10015-08/28/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1108","9550","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-29","1187.5","","","","","","NE-1:10015","2017-08-30","Wed","10015-08/29/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1109","9550","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-30","950","","","","","","NE-1:10015","2017-08-30","Wed","10015-08/30/2017-Wed","","","","","","","","","","","","","","","",""
"Ferrari National Car","1042","9551","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-09-01","9690","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10015","Los Angeles","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1110","9551","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-30","1425","","","","","","NE-1:10015","2017-09-01","Fri","10015-08/30/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1111","9551","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-08-31","3515","","","","","","NE-1:10015","2017-09-01","Fri","10015-08/31/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1112","9551","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10015","2017-09-01","4750","","","","","","NE-1:10015","2017-09-01","Fri","10015-09/01/2017-Fri","","","","","","","","","","","","","","","",""
"Ferrari National Car","1044","9552","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-02","1960","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1114","9552","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-07-31","294","","","","","","NE-1:10017","2017-08-02","Wed","10017-07/31/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1115","9552","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-01","980","","","","","","NE-1:10017","2017-08-02","Wed","10017-08/01/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1116","9552","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-02","686","","","","","","NE-1:10017","2017-08-02","Wed","10017-08/02/2017-Wed","","","","","","","","","","","","","","","",""
"Ferrari National Car","1045","9553","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-04","5684","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1117","9553","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-02","1274","","","","","","NE-1:10017","2017-08-04","Fri","10017-08/02/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1118","9553","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-03","2940","","","","","","NE-1:10017","2017-08-04","Fri","10017-08/03/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1119","9553","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-04","1470","","","","","","NE-1:10017","2017-08-04","Fri","10017-08/04/2017-Fri","","","","","","","","","","","","","","","",""
"Ferrari National Car","1046","9554","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-07","2548","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1120","9554","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-04","2450","","","","","","NE-1:10017","2017-08-07","Mon","10017-08/04/2017-Mon","","","","","","","","","","","","","","","",""
"Pronto Services","1121","9554","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-07","98","","","","","","NE-1:10017","2017-08-07","Mon","10017-08/07/2017-Mon","","","","","","","","","","","","","","","",""
"Ferrari National Car","1047","9555","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-09","1837.5","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1122","9555","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-07","318.5","","","","","","NE-1:10017","2017-08-09","Wed","10017-08/07/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1123","9555","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-08","833","","","","","","NE-1:10017","2017-08-09","Wed","10017-08/08/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1124","9555","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-09","686","","","","","","NE-1:10017","2017-08-09","Wed","10017-08/09/2017-Wed","","","","","","","","","","","","","","","",""
"Ferrari National Car","1048","9556","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-11","4851","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1125","9556","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-09","980","","","","","","NE-1:10017","2017-08-11","Fri","10017-08/09/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1126","9556","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-10","2499","","","","","","NE-1:10017","2017-08-11","Fri","10017-08/10/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1127","9556","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-11","1372","","","","","","NE-1:10017","2017-08-11","Fri","10017-08/11/2017-Fri","","","","","","","","","","","","","","","",""
"Ferrari National Car","1049","9557","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-14","2156","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1128","9557","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-11","1960","","","","","","NE-1:10017","2017-08-14","Mon","10017-08/11/2017-Mon","","","","","","","","","","","","","","","",""
"Pronto Services","1129","9557","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-14","196","","","","","","NE-1:10017","2017-08-14","Mon","10017-08/14/2017-Mon","","","","","","","","","","","","","","","",""
"Ferrari National Car","1050","9558","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-16","1666","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1130","9558","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-14","196","","","","","","NE-1:10017","2017-08-16","Wed","10017-08/14/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1131","9558","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-15","784","","","","","","NE-1:10017","2017-08-16","Wed","10017-08/15/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1132","9558","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-16","686","","","","","","NE-1:10017","2017-08-16","Wed","10017-08/16/2017-Wed","","","","","","","","","","","","","","","",""
"Ferrari National Car","1051","9559","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-18","4410","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1133","9559","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-16","882","","","","","","NE-1:10017","2017-08-18","Fri","10017-08/16/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1134","9559","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-17","2352","","","","","","NE-1:10017","2017-08-18","Fri","10017-08/17/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1135","9559","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-18","1176","","","","","","NE-1:10017","2017-08-18","Fri","10017-08/18/2017-Fri","","","","","","","","","","","","","","","",""
"Ferrari National Car","1052","9560","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-21","2156","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1136","9560","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-18","1960","","","","","","NE-1:10017","2017-08-21","Mon","10017-08/18/2017-Mon","","","","","","","","","","","","","","","",""
"Pronto Services","1137","9560","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-21","196","","","","","","NE-1:10017","2017-08-21","Mon","10017-08/21/2017-Mon","","","","","","","","","","","","","","","",""
"Ferrari National Car","1053","9561","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-23","2033.5","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1138","9561","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-21","318.5","","","","","","NE-1:10017","2017-08-23","Wed","10017-08/21/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1139","9561","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-22","1029","","","","","","NE-1:10017","2017-08-23","Wed","10017-08/22/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1140","9561","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-23","686","","","","","","NE-1:10017","2017-08-23","Wed","10017-08/23/2017-Wed","","","","","","","","","","","","","","","",""
"Ferrari National Car","1054","9562","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-25","5439","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1141","9562","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-23","1372","","","","","","NE-1:10017","2017-08-25","Fri","10017-08/23/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1142","9562","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-24","3087","","","","","","NE-1:10017","2017-08-25","Fri","10017-08/24/2017-Fri","","","","","","","","","","","","","","","",""
"Pronto Services","1143","9562","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-25","980","","","","","","NE-1:10017","2017-08-25","Fri","10017-08/25/2017-Fri","","","","","","","","","","","","","","","",""
"Ferrari National Car","1055","9563","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-28","3332","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1144","9563","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-25","3136","","","","","","NE-1:10017","2017-08-28","Mon","10017-08/25/2017-Mon","","","","","","","","","","","","","","","",""
"Pronto Services","1145","9563","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-28","196","","","","","","NE-1:10017","2017-08-28","Mon","10017-08/28/2017-Mon","","","","","","","","","","","","","","","",""
"Ferrari National Car","1056","9564","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-30","2621.5","MERCHANT ID: 900000009218 Prime Data Payment","NE-1","10017","Chicago","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1146","9564","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-28","416.5","","","","","","NE-1:10017","2017-08-30","Wed","10017-08/28/2017-Wed","","","","","","","","","","","","","","","",""
"Pronto Services","1147","9564","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","10017","2017-08-29","1225","","","","","","NE-1:10017","2017-08-30","Wed","10017-08/29/2017-Wed","","","","","","","","","","","","","","","",""
